1393573369405009920	2021-05-15 14:25:57	"RT @orangebook_: If you aren’t ready to take some risks,

you aren’t ready for financial freedom."
1393573310642884613	2021-05-15 14:25:43	"RT @ThnkSlpRpt: There is no set 'you' to find.

The 'you' is constantly changing."
1393573203927203841	2021-05-15 14:25:17	RT @IAmAaronWill: You can mess up your entire life by hanging out with people who have 0 ambition.
1392541481013899264	2021-05-12 18:05:35	"RT @Pun_Starr: Health Minister Dr. Harshvardhan recommends Dark Chocolate to beat Covid-related stress.

Many people think, his resignation…"
1392541432812953602	2021-05-12 18:05:24	RT @IAmAaronWill: Lack of action at 20 leads to regret at 30.
1392541055724134400	2021-05-12 18:03:54	"RT @orangebook_: Instagram: where average people pretend to be millionaires.

Twitter: where millionaires pretend to be average people."
1392018237529882624	2021-05-11 07:26:24	"RT @FitFounder: Never complain.

Have zero excuses.

Take ownership of your life.

Be the most resourceful person you know."
1392018051634188288	2021-05-11 07:25:40	RT @BBCWorld: WHO says virus variant found in India is of 'global concern' https://t.co/kJqmKs0gWL
1391962739929534465	2021-05-11 03:45:53	RT @orangebook_: You grow faster once you are no longer scared of changing your habits.
1391777622745489408	2021-05-10 15:30:17	RT @orangebook_: A sign of success: good vibes.
1391745254152302597	2021-05-10 13:21:40	RT @orangebook_: Surround yourself with people who inspire you to make the effort to be better.
1391658616319479810	2021-05-10 07:37:24	RT @AscendantPower: Eliminating the risk of death eliminates the value of life.
1391453510743433216	2021-05-09 18:02:23	"RT @orangebook_: Most people underestimate how much they can learn from their parents.

It takes humility and intelligence to understand an…"
1391298031299956740	2021-05-09 07:44:34	"RT @DanielStrauss4: We don’t deserve dogs.

RIP Bo."
1391030372197036032	2021-05-08 14:00:59	RT @orangebook_: A happy relationship requires two people who are in a happy relationship with themselves.
1390330284130783233	2021-05-06 15:39:05	Recently, I came across the term 'social media detox' and I wonder how do some people even maintain it during this time.
1390328349986234368	2021-05-06 15:31:24	RT @orangebook_: You don’t have time to hate once you’ve found a meaningful purpose.
