1393092364843970561	2021-05-14 06:34:36	"@ayushSaysThis I'm alright dude! I was tweeting such tweets for collecting data for my BE Project. 
But I didn't re… https://t.co/3JHoaL8myR"
1393091970889707525	2021-05-14 06:33:02	"@CutinhoSilvia I'm alright! I was tweeting such tweets for collecting data for my BE Project. 
But yes, as you said… https://t.co/udsIPlO2Cu"
1392787812416593920	2021-05-13 10:24:25	When I was searching for negative quotes on the internet, the first link I found was of a mental health helpline an… https://t.co/I2fz8M3I1g
1392786725370437633	2021-05-13 10:20:06	"This entire collection of tweets just made me realise how much of negativity I could find just for my project. 
Thi… https://t.co/xhaTavHVCX"
1392779889011400706	2021-05-13 09:52:56	RT @CJLowee: The level of frustration when you forget your headphones before the gym is unrivaled
1392779857768030215	2021-05-13 09:52:49	RT @SVBlNC0RE: i mean how shitty of company you can be if your artist complains about feeling unemployed with his fans out of frustration?…
1392779849555611651	2021-05-13 09:52:47	RT @recklessmina: arguing with zionists is a whole new level of frustration like how are u actually this dumb and brainwashed
1392779740574994432	2021-05-13 09:52:21	RT @ReasObBob: Today, large a percentage of physicians, and many of their clinical and admin team mbrs, are both disgusted &amp; frustrated by…
1392779725630672897	2021-05-13 09:52:17	RT @buildabunni: i hate arguing with people and having to hold back the tears cuz i know they’re gonna confuse my frustration for sadness a…
1392779654595899393	2021-05-13 09:52:00	RT @YukkiShinzo: Melody tackles the impette to the ground in frustration https://t.co/1t7QWZV0Ea
1392779607099596801	2021-05-13 09:51:49	RT @OnWithSanditon2: When I get sad and I’m not feeling positive about Season 2-3 which leads to frustration- I’m deciding to be angry at h…
1392779592763535363	2021-05-13 09:51:46	RT @Esethu_S_: If you have a friend that's always unreachable,they hardly respond to texts or take phone calls,they reschedule or constantl…
1392779574501543939	2021-05-13 09:51:41	"RT @kiindanerdy: I have nothing to offer except the tears of anger and frustration 
I'm beyond sadness now I only feel rage 
#SavePalestine…"
1392779258670436353	2021-05-13 09:50:26	RT @myglyricbot: i don’t give a shit, i don’t give a fuck. like i said hundreds of times every day, take your damn attention off me. we can…
1392779212696653824	2021-05-13 09:50:15	RT @404Iore: NAHHH THE DIFFERENCE IN DYNAMICS IS SO CLEAR WHEN IT WAS SAPNAP DREAM WAS YELLING IN FRUSTRATION &amp; CURSING HIM OUT &amp; W GEORGE…
1392779202819084289	2021-05-13 09:50:13	RT @lovedsickgirls: i’m so sick of people taking their anger and frustration out on the members. they’re innocent. the company is the probl…
1392779187920859137	2021-05-13 09:50:09	RT @RiverToSea48: This doesn’t feel like Eid at all I’m too full of anger and frustration
1392779135282524162	2021-05-13 09:49:57	People are usually mentally frustrated
1392779075480014852	2021-05-13 09:49:42	RT @Nighthawk_2011: I’m mentally exhausted.
1392778965387923464	2021-05-13 09:49:16	RT @_sarah_pearce: I’d actually love to know how it feels to not be exhausted all day every day
1392778910757056513	2021-05-13 09:49:03	RT @izogii: It's the way we claim to care abt climate change and then immediately hop into cryptocurrency that has me exhausted man
1392778773108387841	2021-05-13 09:48:30	I am not liking this hate thing
1392778486624899077	2021-05-13 09:47:22	Everyone is spreading hate like nutella
1392778189978574848	2021-05-13 09:46:11	RT @RepMontague: There’s a difference between hate speech &amp; speech that you hate.
1392778131212099589	2021-05-13 09:45:57	RT @martinfvb_: @adamtotscomix We approve hate speech towards NFTs
1392778077076213760	2021-05-13 09:45:44	RT @R3BR3V: @CountDankulaTV That number is now hate speech
1392778054733164544	2021-05-13 09:45:39	RT @chichiloveSB19: ATIN!! Wag kayong pakalat kalat sa kung saan saan. Stop lurking and leaving hate speech about anyone who chose to vote…
1392778032838897668	2021-05-13 09:45:34	RT @SanditonFelicia: *Grief does not justify hate speech or blatant, unsubstantiated personal attacks!
1392776862997180420	2021-05-13 09:40:55	Past is something that you can’t let go.
1392776804943888386	2021-05-13 09:40:41	The person who cried like hell when my eyes dropped tears has changed a lot.
1392776587934793729	2021-05-13 09:39:49	Scared to fall in love
1392776481307197440	2021-05-13 09:39:24	Everyone wants to die
1392776444892254209	2021-05-13 09:39:15	I am depressed
1392776415255273473	2021-05-13 09:39:08	I am sad
1392776385538658304	2021-05-13 09:39:01	Drowned in darkness, confined in pain.
1392776138599014403	2021-05-13 09:38:02	Everything is so destructive
1392776008051224582	2021-05-13 09:37:31	Trust issues come from being screwed over
